id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD22760,CLT1740,P099,2022-05-21,8,14127,KO,Rabat,virement,LIV17,28/05/2022
CMD22761,CLT0650,P007,17/11/2023,7,3368,retourné,OUJDA,virement,LIV25,20/11/2023
CMD22762,CLT1488,P096,Jan 03 2024,10,12194,livré,agadir,carte,LIV02,2024-01-08
CMD22763,CLT0911,P096,2022-06-15,10,5227,livre,TNG,virement,LIV23,Jun 19 2022
CMD22764,CLT1131,P097,Mar 02 2024,4,14586,annulé,meknès,carte,LIV10,2024-03-03
CMD22765,CLT0526,P058,2022-11-24,7,9215,livré,casablanca,COD,LIV09,2022-11-29
CMD22766,CLT1068,P100,21/12/2024,6,14358,en_cours,Fes,COD,LIV17,27/12/2024
CMD22767,CLT1262,P078,Nov 30 2022,3,3993,en_cours,FES,virement,LIV07,Dec 06 2022
CMD22768,CLT0479,P020,05/12/2023,4,1229,livré,Tanger,carte,,08/12/2023
CMD46493,CLT1310,P040,Oct 30 2023,10,11772,DONE,Casablanca,cash,LIV17,04/11/2023
CMD22770,CLT0536,P086,05/02/2024,3,3277,KO,Fès,COD,LIV11,2024-02-06
CMD22771,CLT1785,P091,26/08/2024,2,5419,livré,Meknes,COD,,2024-09-01
CMD22772,CLT1451,P004,01/03/2024,3,1774,OK,FES,COD,LIV18,Mar 02 2024
CMD22773,CLT1083,P023,Jun 21 2023,6,13282,livre,Rabat,carte,LIV10,Jun 22 2023
CMD22774,CLT1566,P061,2023-04-20,1,13328,KO,Marrakech,carte,LIV14,Apr 27 2023
CMD22775,CLT1889,P044,Jan 16 2024,1,7410,KO,Fès,virement,LIV15,23/01/2024
CMD22776,CLT1043,P100,Jun 09 2023,5,4032,KO,marrakech,COD,LIV19,Jun 13 2023
CMD22777,CLT1373,P060,Nov 06 2024,2,846,annulé,OUJDA,cash,LIV04,11/11/2024
CMD22778,CLT0290,P090,18/04/2022,7,14381,annulé,Agadir,cash,LIV28,2022-04-23
CMD22779,CLT1270,P045,2023-02-10,8,13837,livre,Rabat,cash,,17/02/2023
CMD22780,CLT0038,P064,Mar 26 2022,2,12380,LIVRE,Tanger,cash,LIV17,Mar 29 2022
CMD22781,CLT1312,P078,Jul 30 2024,6,780,en_cours,agadir,COD,LIV19,2024-08-05
CMD22782,CLT0423,P037,2024-04-10,1,4096,livré,RABAT,virement,LIV04,14/04/2024
CMD22783,CLT1840,P071,15/04/2022,1,13904,annulé,Oujda,carte,LIV10,18/04/2022
CMD22784,CLT1994,P040,Jul 28 2023,3,1353,KO,casablanca,carte,LIV18,Aug 01 2023
CMD22785,CLT0797,P058,Dec 22 2023,8,7883,retourné,Casablanca,carte,LIV02,27/12/2023
CMD22786,CLT1923,P040,Dec 08 2022,8,14574,livré,agadir,COD,LIV17,2022-12-09
CMD22787,CLT1038,P040,2024-11-22,7,4607,DONE,Oujda,carte,LIV29,23/11/2024
CMD22788,CLT0793,P011,Jun 27 2023,4,11383,KO,Casablanca,COD,LIV24,2023-06-30
CMD22789,CLT0478,P025,27/10/2024,5,251,livre,meknès,virement,LIV30,31/10/2024
CMD22790,CLT0059,P087,2024-02-02,8,5203,livré,Casablanca,virement,LIV14,04/02/2024
CMD22791,CLT1314,P028,Mar 07 2024,5,12205,KO,meknès,COD,LIV19,09/03/2024
CMD22792,CLT1204,P010,09/07/2023,5,5267,DONE,tanger,cash,LIV21,10/07/2023
CMD22793,CLT1746,P001,Nov 19 2023,4,9766,LIVRE,Agadir,carte,LIV24,20/11/2023
CMD22794,CLT0303,P034,22/02/2022,4,3250,annulé,Rabat,cash,,2022-02-23
CMD22795,CLT1207,P029,Jun 19 2022,9,5396,KO,tanger,cash,LIV09,Jun 20 2022
CMD22796,CLT0893,P068,2022-04-05,7,7179,DONE,TANGER,virement,LIV04,2022-04-12
CMD22797,CLT1729,P082,Jul 25 2023,7,4305,livre,Agadir,COD,LIV17,2023-08-01
CMD22798,CLT0316,P037,2024-02-18,5,12367,LIVRE,CASABLANCA,COD,LIV13,Feb 23 2024
CMD22799,CLT1005,P081,18/06/2022,2,7607,OK,TNG,carte,LIV02,22/06/2022
CMD22800,CLT0226,P019,2024-05-05,5,3543,retourné,Agadir,COD,LIV07,07/05/2024
CMD22801,CLT0698,P004,07/03/2022,3,12858,DONE,casablanca,COD,LIV21,2022-03-13
CMD22802,CLT0434,P075,Apr 08 2024,6,14494,livre,Marrakech,carte,LIV27,Apr 13 2024
CMD22803,CLT1351,P038,2022-07-23,3,12077,KO,Meknes,carte,LIV13,2022-07-24
CMD22804,CLT1059,P046,2022-06-02,2,14665,retourné,Fes,carte,,Jun 04 2022
CMD22805,CLT0041,P074,2023-08-05,3,1304,OK,Oujda,carte,LIV07,2023-08-06
CMD22806,CLT0572,P019,Nov 09 2023,10,13203,livre,marrakech,COD,LIV24,Nov 11 2023
CMD22807,CLT0968,P019,Dec 13 2023,1,13566,OK,Fès,cash,LIV05,2023-12-14
CMD22808,CLT0582,P072,17/08/2023,1,13806,KO,Fès,COD,,2023-08-19
CMD22809,CLT0732,P020,2023-12-26,7,14606,livré,Casablanca,cash,LIV17,Jan 02 2024
CMD22810,CLT1697,P001,23/07/2024,7,12866,annulé,Rabat,cash,LIV11,2024-07-30
CMD22811,CLT0061,P078,02/01/2023,10,14951,livré,agadir,carte,LIV06,06/01/2023
CMD22812,CLT0291,P078,Aug 12 2024,7,4844,LIVRE,Tanger,cash,,2024-08-19
CMD22813,CLT1399,P078,Feb 25 2023,9,7206,OK,OUJDA,carte,LIV06,Mar 01 2023
CMD22814,CLT0743,P045,Oct 23 2023,2,129,en_cours,Fes,virement,LIV26,2023-10-29
CMD22815,CLT0622,P095,2024-10-20,7,554,en_cours,Agadir,carte,LIV16,Oct 24 2024
CMD22816,CLT1330,P021,30/08/2024,4,8815,OK,Marrakech,cash,LIV04,2024-09-01
CMD22817,CLT0747,P057,2024-06-18,7,2050,DONE,OUJDA,cash,LIV20,19/06/2024
CMD22818,CLT0066,P053,2023-10-11,1,8884,DONE,meknès,virement,LIV14,Oct 12 2023
CMD22819,CLT0801,P056,May 05 2023,10,12522,en_cours,Marrakech,COD,LIV09,May 12 2023
CMD22820,CLT1734,P052,Dec 31 2024,7,12091,LIVRE,Fès,COD,LIV25,05/01/2025
CMD22821,CLT1438,P071,19/08/2022,1,7094,DONE,Casablanca,COD,LIV03,Aug 26 2022
CMD22822,CLT1205,P027,20/07/2024,3,3851,livre,Fès,COD,,2024-07-22
CMD22823,CLT1248,P091,12/12/2023,2,1213,LIVRE,FES,COD,LIV26,13/12/2023
CMD22824,CLT1579,P088,Jul 11 2024,6,6478,KO,CASABLANCA,COD,LIV06,15/07/2024
CMD22825,CLT1746,P083,02/01/2022,9,3902,OK,casablanca,cash,LIV04,2022-01-03
CMD22826,CLT0737,P083,2023-03-17,1,5951,en_cours,Tanger,COD,LIV10,Mar 19 2023
CMD22827,CLT0791,P053,Jan 11 2023,7,14733,livré,Fes,carte,LIV29,Jan 14 2023
CMD22828,CLT1374,P065,Jul 12 2023,8,3089,annulé,TANGER,carte,LIV26,Jul 19 2023
CMD22829,CLT0231,P045,Feb 09 2022,-2,9089,livre,TANGER,carte,LIV20,2022-02-16
CMD22830,CLT0066,P037,Jul 01 2022,2,9513,KO,Casablanca,carte,LIV10,Jul 05 2022
CMD22831,CLT0267,P057,2024-08-20,2,3841,retourné,agadir,cash,LIV24,Aug 22 2024
CMD22832,CLT1431,P036,Jul 26 2024,3,3624,en_cours,OUJDA,carte,LIV20,30/07/2024
CMD22833,CLT0161,P026,Jul 25 2024,6,1544,DONE,Fes,virement,LIV02,26/07/2024
CMD22834,CLT1139,P080,22/07/2024,5,3557,livré,CASABLANCA,cash,LIV28,Jul 25 2024
CMD22835,CLT1036,P087,Jul 25 2024,3,2932,DONE,casablanca,carte,LIV14,Jul 31 2024
CMD22836,CLT0756,P040,2022-11-18,6,5013,LIVRE,Fes,virement,LIV15,20/11/2022
CMD22837,CLT0089,P024,06/04/2024,3,1228,KO,Casablanca,virement,LIV24,2024-04-11
CMD22838,CLT1419,P062,2024-05-15,6,14343,DONE,Marrakech,cash,LIV12,May 17 2024
CMD04531,CLT0895,P083,2022-05-20,10,2022,livré,Casablanca,COD,LIV02,26/05/2022
CMD22840,CLT1719,P060,Jul 02 2023,5,13799,LIVRE,marrakech,COD,LIV26,Jul 04 2023
CMD22841,CLT0539,P046,28/07/2024,5,1557,LIVRE,FES,cash,,2024-08-04
CMD22842,CLT0821,P074,2022-04-25,7,8535,LIVRE,Oujda,COD,LIV24,Apr 30 2022
CMD22843,CLT1584,P085,Oct 10 2023,8,11071,livre,meknès,carte,LIV18,Oct 12 2023
CMD22844,CLT0457,P070,14/07/2022,10,13289,en_cours,agadir,virement,LIV27,2022-07-20
CMD22845,CLT0048,P018,2022-01-06,5,187,en_cours,agadir,virement,LIV24,2022-01-10
CMD22846,CLT0051,P004,2024-01-14,10,9818,livré,Casablanca,cash,LIV01,Jan 19 2024
CMD22847,CLT1203,P038,25/10/2022,4,13537,DONE,OUJDA,cash,LIV12,2022-10-31
CMD22848,CLT0614,P027,22/10/2022,6,7786,en_cours,tanger,COD,,2022-10-29
CMD06028,CLT0366,P007,Sep 23 2023,9,469,DONE,Tanger,carte,LIV19,Sep 28 2023
CMD22850,CLT0724,P033,2024-10-28,10,8458,en_cours,casablanca,virement,LIV28,Nov 01 2024
CMD22851,CLT1157,P058,Feb 10 2023,7,5244,livre,Fès,carte,LIV06,17/02/2023
CMD22852,CLT1297,P042,06/04/2023,10,14645,DONE,Marrakech,cash,LIV06,2023-04-10
CMD22853,CLT0156,P063,May 24 2022,5,8110,OK,Rabat,COD,LIV29,May 26 2022
CMD22854,CLT1329,P054,Sep 18 2022,1,7793,en_cours,Tanger,COD,LIV05,2022-09-24
CMD22855,CLT0112,P008,Jul 09 2023,6,7363,livre,CASABLANCA,carte,LIV28,2023-07-13
CMD22856,CLT1690,P076,2022-02-04,5,13842,KO,agadir,virement,LIV16,Feb 10 2022
CMD22857,CLT1861,P007,25/11/2022,1,3041,LIVRE,casablanca,cash,LIV10,2022-11-29
CMD22858,CLT1258,P054,23/08/2024,3,14919,LIVRE,Fès,cash,LIV01,24/08/2024
CMD22859,CLT0526,P092,2022-03-14,1,8635,DONE,Fes,carte,LIV16,2022-03-19
CMD22860,CLT1593,P086,12/06/2024,3,14501,KO,FES,cash,LIV13,Jun 16 2024
CMD49051,CLT1575,P022,2023-05-23,8,5540,retourné,OUJDA,cash,LIV23,2023-05-24
CMD22862,CLT0538,P050,16/02/2022,6,3856,OK,TANGER,carte,LIV19,Feb 19 2022
CMD22863,CLT1887,P048,25/03/2022,7,389,livré,Oujda,cash,,27/03/2022
CMD22864,CLT1794,P065,2024-12-29,10,4515,en_cours,tanger,cash,LIV06,05/01/2025
CMD22865,CLT0731,P090,Oct 06 2024,8,2148,livre,FES,virement,,Oct 11 2024
CMD22866,CLT0948,P041,2023-01-24,4,10763,en_cours,casablanca,cash,LIV29,2023-01-31
CMD22867,CLT0645,P032,Aug 17 2022,2,7109,en_cours,tanger,cash,LIV01,Aug 18 2022
CMD22868,CLT0286,P058,Jun 16 2024,9,11029,LIVRE,casablanca,carte,LIV12,Jun 21 2024
CMD22869,CLT0075,P094,Jan 17 2023,5,10460,KO,FES,cash,LIV07,18/01/2023
CMD22870,CLT1096,P058,01/04/2022,4,10400,livre,Marrakech,COD,LIV26,Apr 02 2022
CMD22871,CLT0607,P028,May 14 2024,10,5159,livre,Marrakech,virement,LIV03,May 16 2024
CMD22872,CLT1079,P069,2023-06-29,5,8040,DONE,Fes,virement,LIV09,Jun 30 2023
CMD22873,CLT0734,P088,21/06/2023,7,5078,livré,RABAT,cash,LIV04,2023-06-24
CMD22874,CLT0368,P039,Feb 02 2024,1,11553,annulé,casablanca,COD,,2024-02-07
CMD22875,CLT0212,P098,14/11/2024,5,5709,KO,Rabat,COD,LIV22,Nov 19 2024
CMD22876,CLT0682,P056,2023-04-27,3,5407,LIVRE,Casablanca,COD,LIV02,May 02 2023
CMD22877,CLT0885,P006,01/04/2024,9,8366,livre,TANGER,carte,LIV25,Apr 07 2024
CMD22878,CLT1881,P073,Sep 01 2024,5,6732,annulé,FES,carte,LIV15,08/09/2024
CMD22879,CLT1700,P022,28/02/2024,9,12622,annulé,Tanger,virement,LIV11,Mar 04 2024
CMD22880,CLT0882,P085,2023-05-14,10,11938,DONE,TANGER,COD,LIV12,19/05/2023
CMD22881,CLT0096,P024,Jan 02 2023,4,11094,annulé,TANGER,virement,LIV15,Jan 08 2023
CMD22882,CLT0510,P037,19/02/2024,9,9768,LIVRE,Marrakech,cash,LIV06,2024-02-24
CMD22883,CLT0981,P099,2024-11-19,4,3854,OK,marrakech,cash,LIV16,26/11/2024
CMD22884,CLT0825,P026,06/09/2023,1,14347,LIVRE,CASABLANCA,cash,LIV19,12/09/2023
CMD22885,CLT0886,P075,2022-12-05,1,1803,livré,Agadir,cash,LIV16,2022-12-06
CMD22886,CLT0353,P071,Nov 21 2022,8,13189,retourné,Meknes,COD,LIV07,Nov 28 2022
CMD22887,CLT1925,P002,Sep 28 2022,10,4851,livré,Oujda,COD,LIV27,2022-10-02
CMD22888,CLT0061,P010,19/06/2024,8,5647,annulé,Oujda,carte,LIV09,Jun 21 2024
CMD22889,CLT1949,P067,Apr 08 2022,6,10495,KO,Oujda,COD,LIV03,12/04/2022
CMD22890,CLT0784,P041,2023-07-06,6,8955,livre,Rabat,virement,LIV16,Jul 11 2023
CMD22891,CLT0629,P048,Dec 16 2024,4,8595,DONE,CASABLANCA,carte,LIV27,2024-12-18
CMD22892,CLT0044,P040,27/02/2023,5,4174,KO,OUJDA,COD,LIV27,2023-03-05
CMD22893,CLT0038,P097,Aug 12 2024,8,2516,LIVRE,Casablanca,COD,LIV06,2024-08-17
CMD22894,CLT1042,P059,Dec 10 2024,3,9131,LIVRE,Fès,COD,LIV03,Dec 11 2024
CMD22895,CLT1950,P089,Oct 29 2022,3,9773,LIVRE,CASABLANCA,COD,LIV22,Nov 02 2022
CMD22896,CLT0302,P052,May 20 2023,4,1803,OK,Meknes,virement,LIV24,May 27 2023
CMD22897,CLT1322,P023,2024-01-08,9,7762,retourné,Rabat,carte,LIV27,10/01/2024
CMD22898,CLT0571,P014,Dec 15 2022,2,4561,livre,Oujda,cash,LIV02,16/12/2022
CMD22899,CLT0425,P042,2022-07-18,7,12436,en_cours,TANGER,cash,LIV19,Jul 22 2022
CMD22900,CLT1055,P011,21/10/2024,8,4857,OK,CASABLANCA,COD,LIV14,Oct 26 2024
CMD22901,CLT0319,P067,Nov 11 2024,8,6619,OK,Casablanca,COD,LIV06,17/11/2024
CMD22902,CLT1587,P057,01/01/2024,8,4636,annulé,Rabat,virement,LIV30,04/01/2024
CMD22903,CLT1784,P015,26/05/2024,9,4291,annulé,casablanca,carte,LIV26,May 31 2024
CMD22904,CLT0520,P038,18/04/2022,4,10749,LIVRE,RABAT,carte,LIV20,2022-04-19
CMD22905,CLT1638,P042,2022-10-27,8,7245,livre,TNG,cash,LIV06,2022-10-28
CMD22906,CLT1651,P084,Dec 04 2022,6,6808,DONE,Marrakech,cash,LIV25,2022-12-08
CMD22907,CLT1997,P092,11/05/2023,3,12606,KO,Fès,virement,LIV14,2023-05-12
CMD22908,CLT0884,P010,2022-04-30,9,12174,KO,TANGER,carte,LIV16,2022-05-02
CMD22909,CLT1142,P029,Mar 28 2023,1,120,en_cours,RABAT,cash,LIV26,2023-03-30
CMD22910,CLT1896,P100,2022-09-10,4,115,en_cours,RABAT,cash,LIV12,2022-09-15
CMD22911,CLT0112,P034,Oct 11 2024,2,3829,annulé,tanger,cash,LIV05,Oct 15 2024
CMD22912,CLT0621,P099,03/12/2022,1,13707,en_cours,Oujda,cash,LIV11,07/12/2022
CMD22913,CLT1276,P040,2023-04-08,9,52,annulé,Tanger,cash,LIV05,14/04/2023
CMD22914,CLT1352,P087,17/12/2024,3,10576,en_cours,tanger,COD,LIV29,18/12/2024
CMD22915,CLT0917,P016,2024-12-08,9,10905,KO,Tanger,virement,LIV06,11/12/2024
CMD22916,CLT1496,P052,2023-07-02,8,3183,KO,Casablanca,virement,LIV26,06/07/2023
CMD22917,CLT1511,P036,2024-11-25,1,4058,DONE,OUJDA,cash,LIV25,Nov 28 2024
CMD22918,CLT1744,P084,Jan 04 2024,5,11091,DONE,Marrakech,virement,LIV29,Jan 11 2024
CMD22919,CLT1016,P059,08/08/2022,4,13778,en_cours,RABAT,cash,LIV24,Aug 10 2022
CMD22920,CLT0931,P055,2022-12-11,10,11624,LIVRE,meknès,cash,LIV28,2022-12-14
CMD22921,CLT0805,P012,May 21 2022,8,12052,annulé,Tnja,COD,LIV01,26/05/2022
CMD22922,CLT1073,P025,May 29 2024,3,12460,livre,agadir,virement,LIV26,2024-06-03
CMD22923,CLT1883,P029,25/01/2023,10,7136,OK,OUJDA,virement,LIV14,Jan 31 2023
CMD22924,CLT1758,P091,2022-06-28,10,11200,DONE,marrakech,cash,LIV18,03/07/2022
CMD22925,CLT1590,P053,2022-04-22,5,11233,OK,Tnja,cash,LIV19,Apr 24 2022
CMD22926,CLT1956,P074,Apr 11 2024,3,1619,KO,Fes,COD,LIV12,2024-04-17
CMD22927,CLT0309,P035,2023-01-20,3,7888,livre,Oujda,virement,LIV29,Jan 26 2023
CMD22928,CLT0492,P034,23/06/2023,4,14271,livré,Marrakech,virement,LIV08,2023-06-24
CMD22929,CLT1853,P049,Aug 11 2022,1,4658,livre,Marrakech,carte,,Aug 18 2022
CMD22930,CLT1860,P036,2023-06-16,1,14551,annulé,OUJDA,cash,LIV26,17/06/2023
CMD22931,CLT1967,P067,20/05/2022,3,13528,DONE,meknès,COD,LIV24,24/05/2022
CMD22932,CLT1254,P099,Sep 23 2024,5,9124,LIVRE,tanger,COD,LIV22,27/09/2024
CMD22933,CLT1871,P046,Jul 02 2023,7,964,KO,Fès,virement,LIV16,Jul 09 2023
CMD22934,CLT1205,P040,2022-08-05,2,1785,en_cours,Tnja,cash,LIV26,2022-08-07
CMD22935,CLT0862,P076,2024-07-05,10,7554,retourné,Tnja,carte,LIV16,06/07/2024
CMD22936,CLT1927,P098,20/05/2022,6,8885,DONE,casablanca,virement,,2022-05-25
CMD22937,CLT0719,P079,29/07/2022,10,12740,livre,tanger,carte,LIV21,05/08/2022
CMD22938,CLT1780,P059,2023-01-10,10,13167,OK,Oujda,carte,LIV08,Jan 15 2023
CMD22939,CLT1381,P048,Aug 03 2023,5,9221,livre,agadir,COD,LIV16,Aug 04 2023
CMD22940,CLT1735,P087,May 31 2024,5,2468,LIVRE,tanger,COD,LIV30,2024-06-02
CMD22941,CLT1186,P047,2024-11-27,1,12694,livré,Agadir,COD,LIV23,Dec 03 2024
CMD22942,CLT1422,P087,09/05/2023,6,14008,retourné,tanger,cash,LIV10,2023-05-15
CMD22943,CLT1602,P079,17/10/2023,8,7630,livré,Meknes,carte,LIV04,Oct 21 2023
CMD22944,CLT0916,P029,2024-03-31,1,5530,livre,tanger,cash,LIV15,Apr 06 2024
CMD22945,CLT0648,P067,Feb 03 2023,5,10192,annulé,Agadir,virement,LIV18,2023-02-08
CMD22946,CLT1651,P034,May 03 2022,5,1579,KO,Oujda,carte,LIV23,May 10 2022
CMD22947,CLT1774,P044,03/05/2024,3,1742,OK,Marrakech,carte,LIV26,09/05/2024
CMD22948,CLT0641,P037,2022-10-03,9,14390,LIVRE,TNG,virement,LIV25,Oct 10 2022
CMD22949,CLT0063,P016,2022-03-02,8,6959,DONE,OUJDA,COD,,06/03/2022
CMD22950,CLT1844,P098,Oct 18 2022,1,6402,OK,Tnja,cash,LIV21,23/10/2022
CMD22951,CLT1103,P038,2022-09-26,8,9714,retourné,TANGER,virement,LIV16,2022-10-03
CMD22952,CLT0879,P098,11/04/2023,2,2447,livré,FES,cash,LIV29,2023-04-15
CMD22953,CLT0998,P044,23/05/2022,2,11896,retourné,Tanger,virement,LIV02,May 30 2022
CMD22954,CLT1601,P031,24/12/2022,5,14952,annulé,casablanca,carte,LIV27,Dec 28 2022
CMD22955,CLT0947,P011,2022-11-04,2,14924,KO,RABAT,cash,LIV03,2022-11-11
CMD22956,CLT1111,P047,Apr 05 2024,5,883,retourné,CASABLANCA,carte,LIV24,2024-04-11
CMD22957,CLT1640,P012,07/03/2023,1,10852,livré,Oujda,carte,LIV29,Mar 08 2023
CMD22958,CLT0753,P027,28/09/2024,10,9424,LIVRE,tanger,cash,LIV10,05/10/2024
CMD22959,CLT1059,P018,Dec 24 2022,2,11941,KO,agadir,virement,LIV13,28/12/2022
CMD08260,CLT0045,P056,2024-06-21,8,3868,en_cours,agadir,carte,LIV30,Jun 27 2024
CMD22961,CLT0136,P025,2023-07-25,6,5182,en_cours,Fès,carte,LIV15,2023-08-01
CMD22962,CLT1506,P063,Dec 16 2024,8,7537,annulé,Fès,carte,LIV18,18/12/2024
CMD22963,CLT1924,P041,Mar 24 2023,1,587,LIVRE,Fes,COD,LIV27,2023-03-26
CMD22964,CLT1951,P024,2022-01-09,8,11222,DONE,Fès,carte,LIV17,2022-01-13
CMD22965,CLT0850,P070,04/04/2024,7,12426,OK,Oujda,carte,LIV05,Apr 08 2024
CMD22966,CLT1528,P063,06/05/2022,3,8080,DONE,OUJDA,virement,LIV01,2022-05-10
CMD22967,CLT0969,P044,11/07/2022,10,591,livré,OUJDA,COD,LIV11,2022-07-16
CMD22968,CLT1758,P098,2024-03-24,1,14285,OK,OUJDA,COD,LIV27,2024-03-26
CMD22969,CLT1906,P054,Apr 06 2024,4,3230,KO,Marrakech,cash,LIV30,07/04/2024
CMD22970,CLT0470,P059,Oct 17 2024,7,3749,OK,TANGER,carte,LIV16,21/10/2024
CMD44012,CLT0361,P094,2022-06-15,4,9603,DONE,meknès,virement,LIV05,Jun 21 2022
CMD22972,CLT0406,P050,24/06/2022,5,2504,retourné,Tnja,cash,LIV05,29/06/2022
CMD22973,CLT1207,P061,22/01/2023,9,5526,livré,OUJDA,COD,LIV08,Jan 26 2023
CMD22974,CLT1843,P036,2024-07-29,9,12602,annulé,Casablanca,virement,LIV16,2024-07-31
CMD22975,CLT0927,P015,Oct 15 2023,10,1859,DONE,tanger,cash,LIV04,Oct 22 2023
CMD22976,CLT1218,P079,2023-09-16,4,242,LIVRE,Agadir,cash,LIV13,Sep 17 2023
CMD22977,CLT1882,P020,23/03/2022,3,8306,annulé,casablanca,cash,LIV24,Mar 28 2022
CMD22978,CLT1514,P068,2022-06-27,3,11812,annulé,Meknes,cash,LIV12,03/07/2022
CMD22979,CLT0273,P015,02/10/2024,5,11831,DONE,Fès,virement,LIV05,Oct 09 2024
CMD22980,CLT1499,P030,2022-12-19,8,11443,en_cours,casablanca,carte,LIV14,23/12/2022
CMD22981,CLT0038,P054,19/05/2024,7,12318,DONE,FES,carte,LIV30,2024-05-20
CMD22982,CLT1931,P018,Jul 07 2024,5,9325,KO,Tnja,cash,LIV07,Jul 14 2024
CMD22983,CLT1582,P074,2022-06-26,6,9123,KO,Rabat,COD,LIV02,Jun 29 2022
CMD22984,CLT1348,P081,2023-10-28,3,11250,en_cours,TNG,cash,LIV26,Nov 02 2023
CMD22985,CLT1088,P023,Nov 20 2022,2,5699,annulé,Marrakech,carte,LIV09,2022-11-24
CMD22986,CLT0528,P046,Nov 24 2024,3,5085,OK,Tnja,carte,LIV25,26/11/2024
CMD22987,CLT0303,P005,02/12/2023,10,6215,DONE,Fes,carte,LIV24,2023-12-09
CMD22988,CLT0475,P040,Nov 23 2023,7,5543,livre,Fes,carte,LIV21,Nov 30 2023
CMD22989,CLT0481,P041,Aug 25 2024,4,1481,LIVRE,Oujda,cash,LIV25,Aug 29 2024
CMD22990,CLT1007,P090,2024-11-04,9,12647,KO,tanger,carte,LIV02,Nov 08 2024
CMD22991,CLT1518,P056,17/01/2022,3,5430,KO,Oujda,carte,LIV12,22/01/2022
CMD22992,CLT1493,P075,Jan 11 2022,7,3808,LIVRE,meknès,virement,LIV01,2022-01-14
CMD22993,CLT0471,P021,12/05/2022,7,4801,en_cours,Fès,cash,LIV14,15/05/2022
CMD22994,CLT1644,P088,2022-01-18,5,2892,OK,Tanger,COD,LIV20,20/01/2022
CMD22995,CLT0860,P062,Aug 06 2023,5,10002,livre,Marrakech,carte,LIV24,08/08/2023
CMD22996,CLT0467,P060,2022-03-10,5,14635,KO,OUJDA,virement,LIV25,Mar 15 2022
CMD22997,CLT1731,P077,Feb 23 2024,6,1655,annulé,Casablanca,carte,,24/02/2024
CMD22998,CLT1772,P048,Aug 07 2023,4,14607,retourné,Tanger,virement,LIV05,2023-08-13
CMD22999,CLT0488,P023,2022-10-16,9,13747,OK,marrakech,carte,LIV23,2022-10-18
CMD23000,CLT1770,P089,2023-05-10,6,8553,livre,TNG,cash,LIV21,2023-05-14
CMD15896,CLT1257,P072,11/11/2024,7,13027,livré,Oujda,carte,LIV08,2024-11-12
CMD23002,CLT1584,P099,2024-01-29,2,1109,annulé,Tnja,virement,LIV09,31/01/2024
CMD23003,CLT0643,P071,Dec 22 2024,5,2775,en_cours,marrakech,cash,,2024-12-24
CMD23004,CLT0626,P032,Nov 21 2023,6,881,annulé,CASABLANCA,virement,LIV05,23/11/2023
CMD23005,CLT0599,P022,2023-07-28,3,14930,KO,Fès,cash,LIV20,03/08/2023
CMD23006,CLT0641,P024,May 04 2024,4,4444,DONE,OUJDA,virement,LIV28,08/05/2024
CMD23007,CLT1114,P002,11/06/2023,9,10127,KO,marrakech,virement,LIV08,2023-06-17
CMD23008,CLT1667,P045,2022-07-01,4,14419,annulé,Oujda,cash,LIV23,07/07/2022
CMD23009,CLT1845,P009,10/11/2024,7,6730,KO,TNG,virement,,13/11/2024
CMD23010,CLT1912,P015,Jan 27 2023,9,11318,OK,Marrakech,COD,LIV22,2023-02-01
CMD23011,CLT1182,P015,Jan 31 2022,5,5046,OK,FES,carte,LIV28,2022-02-05
CMD23012,CLT0626,P054,May 23 2022,5,8717,livre,Agadir,COD,LIV08,May 28 2022
CMD23013,CLT1983,P028,2023-03-07,4,4221,OK,FES,cash,,13/03/2023
CMD23014,CLT0843,P001,19/09/2024,1,7311,LIVRE,Tnja,virement,LIV07,2024-09-24
CMD23015,CLT0211,P030,Feb 09 2022,8,2262,LIVRE,OUJDA,carte,LIV13,15/02/2022
CMD23016,CLT1390,P021,2023-09-30,8,10380,en_cours,Fes,virement,LIV18,03/10/2023
CMD23017,CLT0498,P054,2022-01-30,8,12043,KO,CASABLANCA,cash,LIV22,Feb 04 2022
CMD23018,CLT1965,P042,29/08/2023,9,7580,OK,tanger,COD,,2023-09-03
CMD23019,CLT1826,P069,2024-08-06,1,5414,OK,marrakech,virement,LIV19,2024-08-10
CMD23020,CLT1363,P075,Jun 29 2023,3,11922,KO,Oujda,cash,LIV30,06/07/2023
CMD23021,CLT0539,P056,2022-09-08,2,10775,OK,Rabat,cash,LIV04,09/09/2022
CMD23022,CLT1358,P092,11/02/2022,3,12173,DONE,RABAT,carte,LIV13,Feb 15 2022
CMD23023,CLT1785,P044,Dec 25 2023,10,5645,LIVRE,Rabat,carte,LIV21,29/12/2023
CMD23024,CLT0267,P020,2024-10-03,1,490,annulé,RABAT,COD,,2024-10-06
CMD23025,CLT0737,P096,2022-06-15,3,10049,en_cours,meknès,cash,LIV15,22/06/2022
CMD23026,CLT1649,P099,2024-01-24,3,4104,KO,Tanger,COD,LIV01,29/01/2024
CMD23027,CLT0609,P048,Jan 11 2022,7,5983,OK,casablanca,COD,LIV22,Jan 14 2022
CMD23028,CLT1705,P018,06/09/2022,3,9745,KO,Fès,COD,LIV12,2022-09-09
